,city,href,state
1040,Pinos,/Restaurants-g6350600-Pinos_Central_Mexico_and_Gulf_Coast.html, Zacatecas 
1041,Palmillas,/Restaurants-g6772492-Palmillas_Northern_Mexico.html, Tamaulipas 
1042,Nuevo Progreso,/Restaurants-g1650551-Nuevo_Progresso_Yucatan_Peninsula.html, Campeche 
1043,San Pablo Etla,/Restaurants-g11810757-San_Pablo_Etla_Southern_Mexico.html, Oaxaca 
1044,Uayamón,/Restaurants-g1652589-Uayamon_Yucatan_Peninsula.html, Campeche 
1045,Santa María del Valle,/Restaurants-g3440459-Santa_Maria_del_Valle.html, Jalisco 
1046,Candiles,/Restaurants-g11810608-Candiles_Central_Mexico_and_Gulf_Coast.html, Querétaro 
1047,Aticama,/Restaurants-g17342106-Aticama_Pacific_Coast.html, Nayarit 
1048,Municipio de Coronango,/Restaurants-g14976882-Coronango_Municipality_Central_Mexico_and_Gulf_Coast.html, Puebla 
1049,Macheros,/Restaurants-g3915663-Macheros_Central_Mexico_and_Gulf_Coast.html, Estado de México 
1050,Municipio de Tlaltizapán de Zapata,/Restaurants-g14976805-Tlaltizapan_de_Zapata_Municipality_Central_Mexico_and_Gulf_Coast.html, Morelos 
1051,Yaxuná,/Restaurants-g21290638-Yaxuna_Yucatan_Peninsula.html, Yucatán 
1052,Municipio de Zacatepec,/Restaurants-g14976815-Zacatepec_Municipality_Central_Mexico_and_Gulf_Coast.html, Morelos 
1053,Concordia,/Restaurants-g739288-Concordia_Pacific_Coast.html, Sinaloa 
1054,Municipio de Villa de Tututepec,/Restaurants-g14976818-Villa_de_Tututepec_Municipality_Southern_Mexico.html, Oaxaca 
1055,Ario de Rosales,/Restaurants-g3160038-Ario_de_Rosales_Central_Mexico_and_Gulf_Coast.html, Michoacán 
1056,Municipio de Ajalpan,/Restaurants-g14976825-Ajalpan_Municipality_Central_Mexico_and_Gulf_Coast.html, Puebla 
1057,Atotonilco,/Restaurants-g1673158-Atotonilco_Central_Mexico_and_Gulf_Coast.html, Guanajuato 
1058,Zinacantán,/Restaurants-g1026028-Zinacantan_Southern_Mexico.html, Chiapas 
1059,Municipio de Vista Hermosa,/Restaurants-g14976770-Vista_Hermosa_Municipality_Central_Mexico_and_Gulf_Coast.html, Michoacán 
